Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,train/test,"Viscosity, cP",Reference (DOI),"Viscosity_prediction, cP"
CHOLINE CHLORIDE,P-CRESOL,0,0.333,0.667,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.667,0,0.004644885626,0.3783711871,0,0,6.334,0.333,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,train,24.59,10.1016/j.molliq.2022.120420,28.8198763
CHOLINE CHLORIDE,P-CRESOL,0,0.333,0.667,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.667,0,0.004644885626,0.3783711871,0,0,6.334,0.333,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,train,20.77,10.1016/j.molliq.2022.120420,24.32589664
CHOLINE CHLORIDE,P-CRESOL,0,0.333,0.667,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.667,0,0.004644885626,0.3783711871,0,0,6.334,0.333,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,train,17.7,10.1016/j.molliq.2022.120420,21.21996031
CHOLINE CHLORIDE,P-CRESOL,0,0.333,0.667,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.667,0,0.004644885626,0.3783711871,0,0,6.334,0.333,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,train,15.25,10.1016/j.molliq.2022.120420,19.47772691
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,102.7,10.1016/j.molliq.2022.120420,78.18721204
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,76.71,10.1016/j.molliq.2022.120420,55.90735945
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,58.7,10.1016/j.molliq.2022.120420,51.48069516
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,46.08,10.1016/j.molliq.2022.120420,43.31338775
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,36.76,10.1016/j.molliq.2022.120420,28.4732947
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,29.75,10.1016/j.molliq.2022.120420,25.04644202
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,24.49,10.1016/j.molliq.2022.120420,20.86700255
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,20.35,10.1016/j.molliq.2022.120420,19.16415913
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,17.17,10.1016/j.molliq.2022.120420,16.69810771
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,14.58,10.1016/j.molliq.2022.120420,15.67515197
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,12.52,10.1016/j.molliq.2022.120420,13.16494293
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,10.79,10.1016/j.molliq.2022.120420,11.50350747
CHOLINE CHLORIDE,P-CRESOL,0,0.25,0.75,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.75,0,0.005238796111,0.3684020534,0,0,6.5,0.25,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,train,9.37,10.1016/j.molliq.2022.120420,10.55902903
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,67.44,10.1016/j.molliq.2022.120420,57.50284959
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,51.04,10.1016/j.molliq.2022.120420,41.84691831
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,39.61,10.1016/j.molliq.2022.120420,38.53353952
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,31.34,10.1016/j.molliq.2022.120420,32.42027197
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,25.18,10.1016/j.molliq.2022.120420,20.41963103
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,20.56,10.1016/j.molliq.2022.120420,17.95767211
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,17.05,10.1016/j.molliq.2022.120420,14.9611186
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,14.28,10.1016/j.molliq.2022.120420,13.75361204
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,12.1,10.1016/j.molliq.2022.120420,11.88928456
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,10.37,10.1016/j.molliq.2022.120420,11.16092587
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,8.94,10.1016/j.molliq.2022.120420,9.409390051
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,7.78,10.1016/j.molliq.2022.120420,8.196864424
CHOLINE CHLORIDE,P-CRESOL,0,0.2,0.8,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.8,0,0.005676526588,0.3613615678,0,0,6.6,0.2,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,train,6.81,10.1016/j.molliq.2022.120420,7.523873013
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,52.03,10.1016/j.molliq.2022.120420,44.07384008
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,39.81,10.1016/j.molliq.2022.120420,31.8265719
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,31.19,10.1016/j.molliq.2022.120420,29.30658972
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,24.95,10.1016/j.molliq.2022.120420,24.65715896
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,20.29,10.1016/j.molliq.2022.120420,15.24100263
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,16.82,10.1016/j.molliq.2022.120420,13.40342181
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,14.1,10.1016/j.molliq.2022.120420,11.16682508
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,11.96,10.1016/j.molliq.2022.120420,10.37756619
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,10.28,10.1016/j.molliq.2022.120420,9.006001507
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,8.87,10.1016/j.molliq.2022.120420,8.336463751
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,7.72,10.1016/j.molliq.2022.120420,6.949643021
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,6.79,10.1016/j.molliq.2022.120420,6.139692209
CHOLINE CHLORIDE,P-CRESOL,0,0.167,0.833,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.833,0,0.00600813717,0.356192768,0,0,6.666,0.167,1,0,0,0,0,0,0.167,0,0,0,0,0,0,0,train,06.09,10.1016/j.molliq.2022.120420,5.635601875
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,46.86,10.1016/j.molliq.2022.120420,38.23587015
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,35.62,10.1016/j.molliq.2022.120420,27.92267469
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,28.04,10.1016/j.molliq.2022.120420,25.31961148
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,21.58,10.1016/j.molliq.2022.120420,21.44324752
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,17.47,10.1016/j.molliq.2022.120420,13.25443018
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,14.46,10.1016/j.molliq.2022.120420,11.66771235
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,12.13,10.1016/j.molliq.2022.120420,9.683149331
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,10.3,10.1016/j.molliq.2022.120420,9.066458101
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,8.81,10.1016/j.molliq.2022.120420,7.855944413
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,7.62,10.1016/j.molliq.2022.120420,7.271905937
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,6.65,10.1016/j.molliq.2022.120420,6.062180782
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,5.84,10.1016/j.molliq.2022.120420,5.530367866
CHOLINE CHLORIDE,P-CRESOL,0,0.143,0.857,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.857,0,0.00627490947,0.3521338505,0,0,6.714,0.143,1,0,0,0,0,0,0.143,0,0,0,0,0,0,0,train,5.16,10.1016/j.molliq.2022.120420,5.072437527
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,40.09,10.1016/j.molliq.2022.120420,35.51466957
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,30.57,10.1016/j.molliq.2022.120420,26.14019305
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,23.93,10.1016/j.molliq.2022.120420,23.84450969
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,19.15,10.1016/j.molliq.2022.120420,19.51702442
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,15.55,10.1016/j.molliq.2022.120420,12.06379944
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,12.84,10.1016/j.molliq.2022.120420,10.61961472
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,10.77,10.1016/j.molliq.2022.120420,8.813322787
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,9.13,10.1016/j.molliq.2022.120420,8.252028244
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,7.85,10.1016/j.molliq.2022.120420,7.122848161
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,6.79,10.1016/j.molliq.2022.120420,6.599524704
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,5.93,10.1016/j.molliq.2022.120420,5.501654199
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,5.22,10.1016/j.molliq.2022.120420,5.021872114
CHOLINE CHLORIDE,P-CRESOL,0,0.125,0.875,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.875,0,0.006491192638,0.348906155,0,0,6.75,0.125,1,0,0,0,0,0,0.125,0,0,0,0,0,0,0,train,4.62,10.1016/j.molliq.2022.120420,4.646469087
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,37.41,10.1016/j.molliq.2022.120420,32.24131564
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,28.68,10.1016/j.molliq.2022.120420,23.71915068
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,22.61,10.1016/j.molliq.2022.120420,21.61880719
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,18.14,10.1016/j.molliq.2022.120420,17.72483757
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,14.6,10.1016/j.molliq.2022.120420,10.91799206
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,11.91,10.1016/j.molliq.2022.120420,9.517940873
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,10,10.1016/j.molliq.2022.120420,7.899032818
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,328.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,8.42,10.1016/j.molliq.2022.120420,7.395966708
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,333.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,7.23,10.1016/j.molliq.2022.120420,6.383927236
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,338.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,6.25,10.1016/j.molliq.2022.120420,5.91489311
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,343.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,5.46,10.1016/j.molliq.2022.120420,4.930915176
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,348.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,4.81,10.1016/j.molliq.2022.120420,4.500905458
CHOLINE CHLORIDE,P-CRESOL,0,0.111,0.889,0,0,0,1,0,0,353.15,-22.68236862,33.67668393,0,3.889,0,0.006670086871,0.3462780603,0,0,6.778,0.111,1,0,0,0,0,0,0.111,0,0,0,0,0,0,0,train,4.26,10.1016/j.molliq.2022.120420,4.164446566
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,293.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,35.46,10.1016/j.molliq.2022.120420,29.70033621
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,298.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,26.71,10.1016/j.molliq.2022.120420,22.41732721
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,303.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,20.67,10.1016/j.molliq.2022.120420,20.23505592
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,308.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,16.51,10.1016/j.molliq.2022.120420,16.59032693
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,313.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,13.5,10.1016/j.molliq.2022.120420,10.21916602
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,318.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,11.04,10.1016/j.molliq.2022.120420,8.908727667
CHOLINE CHLORIDE,P-CRESOL,0,0.1,0.9,0,0,0,1,0,0,323.15,-22.68236862,33.67668393,0,3.9,0,0.006817773093,0.344136278,0,0,6.8,0.1,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,train,9.2,10.1016/j.molliq.2022.120420,7.393440782
