Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
2-hydroxyethyl(trimethyl)azanium;chloride,1-ethyl-3-methylimidazol-3-ium;chloride,0.2,0.8,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,350.42,10.1016/j.gee.2020.11.020,145.222,0.2,0,0,1.6,0,1.8,0,0,0.8,1,0,train,334.3,10.1016/j.fluid.2017.03.015,332.3624196
2-hydroxyethyl(trimethyl)azanium;chloride,1-ethyl-3-methylimidazol-3-ium;chloride,0.103,0.897,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,350.42,10.1016/j.gee.2020.11.020,145.900515,0.103,0,0,1.794,0,1.897,0,0,0.897,1,0,train,344.1,10.1016/j.fluid.2017.03.015,342.6496576
2-hydroxyethyl(trimethyl)azanium;chloride,1-ethyl-3-methylimidazol-3-ium;chloride,0.1,0.9,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,350.42,10.1016/j.gee.2020.11.020,145.9215,0.1,0,0,1.8,0,1.9,0,0,0.9,1,0,train,343.5,10.1016/j.fluid.2017.03.015,342.6496576
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.899,0.101,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,141.948394,1,0,0,0.202,0,1.101,0,0,0.101,1,0,test,517.4,10.1016/j.fluid.2017.03.015,519.6602311
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.899,0.101,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,141.948394,1,0,0,0.202,0,1.101,0,0,0.101,1,0,test,517.5,10.1016/j.fluid.2017.03.015,519.6602311
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.799,0.201,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,144.247794,1,0,0,0.402,0,1.201,0,0,0.201,1,0,test,473.6,10.1016/j.fluid.2017.03.015,473.4272483
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.797,0.203,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,144.293782,1,0,0,0.406,0,1.203,0,0,0.203,1,0,test,473.9,10.1016/j.fluid.2017.03.015,471.7085963
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.699,0.301,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,146.547194,1,0,0,0.602,0,1.301,0,0,0.301,1,0,test,403.2,10.1016/j.fluid.2017.03.015,449.7991373
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.699,0.301,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,146.547194,1,0,0,0.602,0,1.301,0,0,0.301,1,0,test,404,10.1016/j.fluid.2017.03.015,449.7991373
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.6,0.4,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,148.8236,1,0,0,0.8,0,1.4,0,0,0.4,1,0,test,351.7,10.1016/j.fluid.2017.03.015,365.044639
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.6,0.4,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,148.8236,1,0,0,0.8,0,1.4,0,0,0.4,1,0,test,352,10.1016/j.fluid.2017.03.015,365.044639
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.501,0.499,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,151.100006,1,0,0,0.998,0,1.499,0,0,0.499,1,0,test,323.5,10.1016/j.fluid.2017.03.015,333.775656
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.499,0.501,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,151.145994,1,0,0,1.002,0,1.501,0,0,0.501,1,0,test,323.5,10.1016/j.fluid.2017.03.015,331.678264
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.4,0.6,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,153.4224,1,0,0,1.2,0,1.6,0,0,0.6,1,0,test,333.7,10.1016/j.fluid.2017.03.015,313.4810864
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.398,0.602,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,153.468388,1,0,0,1.204,0,1.602,0,0,0.602,1,0,test,333.5,10.1016/j.fluid.2017.03.015,313.2353451
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.302,0.698,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,155.675812,1,0,0,1.396,0,1.698,0,0,0.698,1,0,test,340.5,10.1016/j.fluid.2017.03.015,313.6674472
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.301,0.699,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,155.698806,1,0,0,1.398,0,1.699,0,0,0.699,1,0,test,340.9,10.1016/j.fluid.2017.03.015,313.6674472
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.201,0.799,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,157.998206,1,0,0,1.598,0,1.799,0,0,0.799,1,0,test,345.5,10.1016/j.fluid.2017.03.015,320.6953325
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.2,0.8,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,158.0212,1,0,0,1.6,0,1.8,0,0,0.8,1,0,test,346.1,10.1016/j.fluid.2017.03.015,319.5994456
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.102,0.898,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,160.274612,1,0,0,1.796,0,1.898,0,0,0.898,1,0,test,352.6,10.1016/j.fluid.2017.03.015,328.4417059
2-hydroxyethyl(trimethyl)azanium;chloride,2-(3-methylimidazol-3-ium-1-yl)ethanol;chloride,0.1,0.9,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,358.88,10.1016/j.gee.2020.11.020,160.3206,1,0,0,1.8,0,1.9,0,0,0.9,1,0,test,352.8,10.1016/j.fluid.2017.03.015,328.4417059
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.945,0.055,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,141.721115,0.945,0,0,0,0,1,0,0,0,1,0,test,560.7,10.1016/j.fluid.2017.03.015,557.9808915
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.91,0.09,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,143.05437,0.91,0,0,0,0,1,0,0,0,1,0,test,546.4,10.1016/j.fluid.2017.03.015,557.9808915
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.91,0.09,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,143.05437,0.91,0,0,0,0,1,0,0,0,1,0,test,547,10.1016/j.fluid.2017.03.015,557.9808915
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.867,0.133,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,144.692369,0.867,0,0,0,0,1,0,0,0,1,0,test,528.9,10.1016/j.fluid.2017.03.015,551.6866736
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.805,0.195,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,147.054135,0.805,0,0,0,0,1,0,0,0,1,0,test,493.5,10.1016/j.fluid.2017.03.015,534.5107187
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.8,0.2,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,147.2446,0.8,0,0,0,0,1,0,0,0,1,0,test,493.5,10.1016/j.fluid.2017.03.015,522.3833573
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.717,0.283,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,150.406319,0.717,0,0,0,0,1,0,0,0,1,0,test,456.6,10.1016/j.fluid.2017.03.015,484.5581152
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.715,0.285,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,150.482505,0.715,0,0,0,0,1,0,0,0,1,0,test,456.7,10.1016/j.fluid.2017.03.015,484.5581152
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.626,0.374,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,153.872782,0.626,0,0,0,0,1,0,0,0,1,0,test,419.9,10.1016/j.fluid.2017.03.015,458.3432807
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.622,0.378,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,154.025154,0.622,0,0,0,0,1,0,0,0,1,0,test,419.6,10.1016/j.fluid.2017.03.015,458.3432807
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.537,0.463,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,157.263059,0.537,0,0,0,0,1,0,0,0,1,0,test,430,10.1016/j.fluid.2017.03.015,443.04116
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.523,0.477,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,157.796361,0.523,0,0,0,0,1,0,0,0,1,0,test,429.4,10.1016/j.fluid.2017.03.015,442.4943752
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.431,0.569,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,161.300917,0.431,0,0,0,0,1,0,0,0,1,0,test,437.3,10.1016/j.fluid.2017.03.015,428.5696667
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.428,0.572,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,161.415196,0.428,0,0,0,0,1,0,0,0,1,0,test,437.8,10.1016/j.fluid.2017.03.015,428.5696667
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.323,0.677,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,165.414961,0.323,0,0,0,0,1,0,0,0,1,0,test,445.9,10.1016/j.fluid.2017.03.015,434.2850364
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.315,0.685,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,165.719705,0.315,0,0,0,0,1,0,0,0,1,0,test,445.5,10.1016/j.fluid.2017.03.015,434.2850364
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.212,0.788,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,169.643284,0.212,0,0,0,0,1,0,0,0,1,0,test,458.6,10.1016/j.fluid.2017.03.015,411.3376314
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.211,0.789,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,169.681377,0.211,0,0,0,0,1,0,0,0,1,0,test,458.6,10.1016/j.fluid.2017.03.015,411.3376314
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.122,0.878,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,173.071654,0.122,0,0,0,0,1,0,0,0,1,0,test,463.3,10.1016/j.fluid.2017.03.015,435.6451937
2-hydroxyethyl(trimethyl)azanium;chloride,1-butyl-1-methylpyrrolidin-1-ium;chloride,0.12,0.88,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,472.98,10.1016/j.gee.2020.11.020,173.14784,0.12,0,0,0,0,1,0,0,0,1,0,test,463.4,10.1016/j.fluid.2017.03.015,435.6451937
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.898,0.102,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,142.89459,0.898,0,0,0.102,0,1,0,0,0.102,1,0,train,543.6,10.1016/j.fluid.2019.04.019,537.7798517
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.848,0.152,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,144.49684,0.848,0,0,0.152,0,1,0,0,0.152,1,0,train,523.7,10.1016/j.fluid.2019.04.019,520.2018332
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.801,0.199,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,146.002955,0.801,0,0,0.199,0,1,0,0,0.199,1,0,train,503.1,10.1016/j.fluid.2019.04.019,507.9384056
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.77,0.23,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,146.99635,0.77,0,0,0.23,0,1,0,0,0.23,1,0,train,483.6,10.1016/j.fluid.2019.04.019,496.5041498
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.699,0.301,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,149.271545,0.699,0,0,0.301,0,1,0,0,0.301,1,0,train,463.6,10.1016/j.fluid.2019.04.019,467.3506216
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.651,0.349,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,150.809705,0.651,0,0,0.349,0,1,0,0,0.349,1,0,train,443.1,10.1016/j.fluid.2019.04.019,410.9338944
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.598,0.402,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,152.50809,0.598,0,0,0.402,0,1,0,0,0.402,1,0,train,418.9,10.1016/j.fluid.2019.04.019,399.3099657
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.55,0.45,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,154.04625,0.55,0,0,0.45,0,1,0,0,0.45,1,0,train,403.4,10.1016/j.fluid.2019.04.019,396.7646557
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.498,0.502,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,155.71259,0.498,0,0,0.502,0,1,0,0,0.502,1,0,train,386.6,10.1016/j.fluid.2019.04.019,386.6562779
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.449,0.551,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,157.282795,0.449,0,0,0.551,0,1,0,0,0.551,1,0,train,373.9,10.1016/j.fluid.2019.04.019,382.6642859
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.399,0.601,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,158.885045,0.399,0,0,0.601,0,1,0,0,0.601,1,0,train,363.32,10.1016/j.fluid.2019.04.019,379.3574837
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.351,0.649,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,160.423205,0.351,0,0,0.649,0,1,0,0,0.649,1,0,train,368.52,10.1016/j.fluid.2019.04.019,376.1093979
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.303,0.697,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,161.961365,0.303,0,0,0.697,0,1,0,0,0.697,1,0,train,375.15,10.1016/j.fluid.2019.04.019,375.2389845
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.251,0.749,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,163.627705,0.251,0,0,0.749,0,1,0,0,0.749,1,0,train,384.48,10.1016/j.fluid.2019.04.019,377.3104328
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.202,0.798,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,165.19791,0.202,0,0,0.798,0,1,0,0,0.798,1,0,train,387.58,10.1016/j.fluid.2019.04.019,391.6576575
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.15,0.85,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,166.86425,0.15,0,0,0.85,0,1,0,0,0.85,1,0,train,393.78,10.1016/j.fluid.2019.04.019,382.0038417
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.101,0.899,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,168.434455,0.101,0,0,0.899,0,1,0,0,0.899,1,0,train,397.98,10.1016/j.fluid.2019.04.019,398.9492873
2-hydroxyethyl(trimethyl)azanium;chloride,1-butylpyridin-1-ium;chloride,0.05,0.95,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,405.4,10.1016/j.gee.2020.11.020,170.06875,0.05,0,0,0.95,0,1,0,0,0.95,1,0,train,403.55,10.1016/j.fluid.2019.04.019,397.5893913
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.94,0.06,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,141.04146,1,0.06,0,0,0,1,0,0,0,1,0,train,557.2,10.1016/j.fluid.2017.03.015,534.18075
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.902,0.098,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,141.937918,1,0.098,0,0,0,1,0,0,0,1,0,train,535.6,10.1016/j.fluid.2017.03.015,529.973599
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.9,0.1,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,141.9851,1,0.1,0,0,0,1,0,0,0,1,0,train,535.5,10.1016/j.fluid.2017.03.015,530.6184389
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.841,0.159,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,143.376969,1,0.159,0,0,0,1,0,0,0,1,0,train,498.7,10.1016/j.fluid.2017.03.015,508.5055242
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.785,0.215,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,144.698065,1,0.215,0,0,0,1,0,0,0,1,0,train,471.4,10.1016/j.fluid.2017.03.015,475.1050376
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.754,0.246,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,145.429386,1,0.246,0,0,0,1,0,0,0,1,0,train,459.4,10.1016/j.fluid.2017.03.015,465.8857944
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.668,0.332,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,147.458212,1,0.332,0,0,0,1,0,0,0,1,0,train,416.7,10.1016/j.fluid.2017.03.015,401.4498458
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.667,0.333,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,147.481803,1,0.333,0,0,0,1,0,0,0,1,0,train,415.5,10.1016/j.fluid.2017.03.015,401.4498458
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.601,0.399,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,149.038809,1,0.399,0,0,0,1,0,0,0,1,0,train,383.6,10.1016/j.fluid.2017.03.015,400.7419674
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.6,0.4,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,149.0624,1,0.4,0,0,0,1,0,0,0,1,0,train,382.9,10.1016/j.fluid.2017.03.015,400.7419674
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.501,0.499,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,151.397909,1,0.499,0,0,0,1,0,0,0,1,0,train,340.8,10.1016/j.fluid.2017.03.015,360.5648845
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.501,0.499,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,151.397909,1,0.499,0,0,0,1,0,0,0,1,0,train,341.5,10.1016/j.fluid.2017.03.015,360.5648845
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.408,0.592,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,153.591872,1,0.592,0,0,0,1,0,0,0,1,0,train,313.6,10.1016/j.fluid.2017.03.015,345.4067109
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.406,0.594,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,153.639054,1,0.594,0,0,0,1,0,0,0,1,0,train,313.3,10.1016/j.fluid.2017.03.015,345.4067109
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.302,0.698,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,156.092518,1,0.698,0,0,0,1,0,0,0,1,0,train,323.6,10.1016/j.fluid.2017.03.015,344.0141922
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.198,0.802,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,158.545982,1,0.802,0,0,0,1,0,0,0,1,0,train,338.9,10.1016/j.fluid.2017.03.015,345.5123554
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyethyl(trimethyl)azanium;acetate,0.119,0.881,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,362.62,10.1016/j.gee.2020.11.020,160.409671,1,0.881,0,0,0,1,0,0,0,1,0,train,353.5,10.1016/j.fluid.2017.03.015,355.2834584
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.899,0.101,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,141.042727,0.899,0,0,0,0,1,0,0,0,1,0,train,553.1,10.1016/j.fluid.2019.04.019,551.322767
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.8,0.2,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,142.4314,0.8,0,0,0,0,1,0,0,0,1,0,train,523,10.1016/j.fluid.2019.04.019,522.4022272
2-hydroxyethyl(trimethyl)azanium;chloride,2-methoxyethyl(trimethyl)azanium;chloride,0.697,0.303,0,0,0,0,0,1,578.15,10.1016/j.molliq.2020.114745,442,10.1016/j.gee.2020.11.020,143.876181,0.697,0,0,0,0,1,0,0,0,1,0,train,491.2,10.1016/j.fluid.2019.04.019,484.9838093
